caution_ranking,to_remove,id,author,quote,char_count
2,,1145,Li Bai,All the birds have flown up and gone; A lonely cloud floats leisurely by. We never tire of looking at each other--Only the mountain and I.,138
5,x,1146,Li Bai,"How beautiful she looks, opening the pearly casement, / And how quiet she leans, and how troubled her brow is! / You may see the tears now, bright on her cheek, / But not the man she so bitterly loves.",201
2,x,1147,Li Bai,"Fair one, when you were here, I filled the house with flowers. / Fair one, now you are gone--only an empty couch is left. / On the couch the embroidered quilt is rolled up; I cannot sleep. / It is three years since you went. The perfume you left behind haunts me still.",269
4,x,1148,Li Bai,"Her robe is a cloud, her face a flower; / Her balcony, glimmering with the bright spring dew, / Is either the tip of earth's Jade Mountain / Or a moon-edged roof of paradise.",174
7,x,1149,Li Bai,"At fourteen I married My Lord you. / I never laughed, being bashful. / Lowering my head, I looked at the wall. / Called to, a thousand times, I never looked back.",162
5,x,1150,Li Bai,"Long time thinking of each other, you in Chang'an / Autumn crickets chirp in a hidden courtyard / Frost beginning to accumulate on the cold bamboo mat / Solitary lamp dim, my desires on a short wick / Roll up the curtain, long sigh, gaze into the distance at the moon and sky / Beautiful ladies like blossoms behind a partition of clouds.",338
4,x,1151,Li Bai,"A branch of peony with her fragrance impearled, / Sweeter than Mountain Goddess bringing showers in dreams, / Unrivalled by the beauties of the ancient world, / Not even by Flying Swallow in her dress that gleams.",213
5,x,1152,Li Bai,"The Beauty comes from South, / Blooming like lotus flower. / Her teeth brighten her mouth, / She's lofty like a tower.",118
7,x,1153,Léopold Sédar Senghor,"To think and act by ourselves and for ourselves, as Negroes..., to access modernity without trampling on our authenticity.",122
5,x,1154,Léopold Sédar Senghor,"No one has the right to erase my culture, because a community without culture is a people without human beings.",111
9,x,1155,Léopold Sédar Senghor,"Unlike the classical European, the Negro-African does not distinguish himself from the object, he does not hold it at a distance, he does not look at it, he does not analyse it. He touches it, he feels it, he smells it.",219
3,x,1156,Léopold Sédar Senghor,I have always taken care to put an idea or emotion behind my words. I have made it a habit to be suspicious of the mere music of words.,135
3,x,1157,Léopold Sédar Senghor,The civilization of the twentieth century cannot be universal except by being a dynamic synthesis of all the cultural values of all civilizations.,146
6,x,1158,Léopold Sédar Senghor,"Femme nue, femme noire / Vêtue de ta couleur qui est vie, de ta forme qui est beauté / J'ai grandi à ton ombre; la douceur de tes mains bandait mes yeux / Et voilà qu'au cœur de l'Été et de Midi, / Je te découvre, Terre promise, du haut d'un haut col calciné / Et ta beauté me foudroie en plein cœur, comme l'éclair d'un aigle.",337
3,x,1159,Léopold Sédar Senghor,"Je chante ta beauté qui passe, forme que je fixe dans l'Éternel, avant que le destin jaloux ne te réduise en cendres pour nourrir les racines de la vie.",155
2,,1160,Léopold Sédar Senghor,"Danser, c'est découvrir et recréer, surtout lorsque la danse est danse d'amour. C'est, en tout cas, le meilleur mode de connaissance.",135
6,x,1161,Léopold Sédar Senghor,"Je veux assoupir ton cafard, mon amour, / Et l'endormir, / Te murmurer ce vieil air de blues / Pour l'endormir.",111
3,x,1162,Léopold Sédar Senghor,"Et puis tu es venue par l'aube douce, / Parée de tes yeux de prés verts / Que jonchent l'or et les feuilles d'automne. / Tu as pris ma tête / Dans tes mains délicates de fée, / Tu m'as embrassé sur le front / Et je me suis reposé au creux / De ton épaule, / Mon amie, mon amie, ô mon amie !",299
7,x,1163,Léopold Sédar Senghor,"Naked woman, black woman, clothed with your colour which is life, with your form which is beauty!",97
4,x,1164,Léopold Sédar Senghor,"I sing your beauty that passes, the form that I fix in the Eternal.",67
4,x,1165,Léopold Sédar Senghor,Your face has the beauty of ancient times! Bring out the pages perfumed with the music of the past.,99
4,x,1166,Léopold Sédar Senghor,"I sing of your passing beauty, a form I fix in the Eternal, before jealous fate reduces you to ashes to nourish the roots of life.",130
3,x,1167,Georgia O’Keeffe,"Nothing is less real than realism. Details are confusing. It is only by selection, by elimination, by emphasis, that we get at the real meaning of things.",154
3,x,1168,Georgia O’Keeffe,I have already settled it for myself so flattery and criticism go down the same drain and I am quite free.,106
2,,1169,Georgia O’Keeffe,I don't see why we ever think of what others think of what we do - no matter who they are. Isn't it enough just to express yourself?,132
3,x,1170,Georgia O’Keeffe,"I decided to start anew, to strip away what I had been taught.",62
2,,1171,Georgia O’Keeffe,I have things in my head that are not like what anyone has taught me. Shapes and ideas so near to me -- so natural to my way of being and thinking.,147
8,x,1172,Georgia O’Keeffe,"Dearest, my body is simply crazy with wanting you. If you don't come tomorrow, I don't see how I can wait for you. I wonder if your body wants mine the way mine wants yours--the kisses, the hotness, the wetness--all melting together, the being held so tight that it hurts. The strangle and the struggle.",303
3,x,1173,Georgia O’Keeffe,I'm getting to like you so tremendously that it sometimes scares me.,68
2,,1174,Georgia O’Keeffe,You are one of my nicest thoughts.,34
3,x,1175,Georgia O’Keeffe,And I am rather inclined to feel that you and I know the best part of one another without spending much time together--It is not that I fear the knowing--It is that I am at this moment willing to let you be what you are to me--it is beautiful and pure and very intensely alive.,277
2,,1176,Georgia O’Keeffe,Filling a space in a beautiful way--that is what art means to me.,65
2,,1177,Georgia O’Keeffe,"I decided that if I could paint that flower in a huge scale, you could not ignore its beauty.",93
2,,1178,Georgia O’Keeffe,"Nobody sees a flower really; it is so small. We haven't time, and to see takes time--like to have a friend takes time.",118
2,,1179,Georgia O’Keeffe,"When you take a flower in your hand and really look at it, it's your world for the moment.",90
2,,1180,Georgia O’Keeffe,Color is one of the great things in the world that makes life worth living to me.,81
4,x,1181,Sylvia Plath,The truth comes to me. The truth loves me.,42
6,x,1182,Sylvia Plath,I am not cruel 5only truthful.,30
4,x,1183,Sylvia Plath,"One thing, I try to be honest. And what is revealed is often rather hideously unflattering.",91
6,x,1184,Sylvia Plath,You know what lies are for.,27
4,x,1185,Sylvia Plath,I have room in me for love. And for ever so many little lives.,62
6,x,1186,Sylvia Plath,"Kiss me, and you will see how important I am.",45
4,x,1187,Sylvia Plath,How we need another soul to cling to.,37
6,x,1188,Sylvia Plath,I do not love; I do not love anybody except myself. That is a rather shocking thing to admit.,93
6,x,1189,Sylvia Plath,If they substituted the word 'Lust' for 'Love' in the popular songs it would come nearer the truth.,99
3,x,1190,Sylvia Plath,I thought the most beautiful thing in the world must be shadow.,63
3,x,1191,Sylvia Plath,"Perhaps some day I'll crawl back home, beaten, defeated. But not as long as I can make stories out of my heartbreak, beauty out of sorrow.",138
6,x,1192,Sylvia Plath,"If the moon smiled, she would resemble you. You leave the same impression of something beautiful, but annihilating.",115
4,x,1193,Sylvia Plath,"I am jealous of those who think more deeply, who write better, who draw better, who ski better, who look better, who live better, who love better than I.",153
2,,1194,Sylvia Plath,Beauty is a state of mind.,26
5,x,1195,Margaret Atwood,The only way you can write the truth is to assume that what you set down will never be read.,92
3,x,1196,Margaret Atwood,There may not be one Truth - there may be several truths - but saying that is not to say that reality doesn't exist.,116
5,x,1197,Margaret Atwood,"A truth should exist, it should not be used like this. If I love you is that a fact or a weapon?",96
2,,1198,Margaret Atwood,The truth may well turn out to be stranger than we think.,57
2,,1199,Margaret Atwood,Not real can tell us about real.,32
6,x,1200,Margaret Atwood,"If I love you, is that a fact or a weapon?",42
3,x,1201,Margaret Atwood,I would like to be the air that inhabits you for a moment only. I would like to be that unnoticed and that necessary.,117
7,x,1202,Margaret Atwood,The Eskimos had fifty-two names for snow because it was important to them: there ought to be as many for love.,110
5,x,1203,Margaret Atwood,Nobody dies from lack of sex. It's lack of love we die from.,60
4,x,1204,Margaret Atwood,Love's never a fair trade.,26
4,x,1205,Margaret Atwood,"That kind of love comes and goes and is hard to remember afterwards, like pain.",79
4,x,1206,Margaret Atwood,"Neither of us says the word love, not once. It would be tempting fate; it would be romance, bad luck.",101
4,x,1207,Margaret Atwood,"The beauty is an illusion, and also a warning: there's a dark side to beauty, as with poisonous butterflies.",108
5,x,1208,Margaret Atwood,"We should think only beautiful things, as much as we can. There is so much beautiful in the world if you look around. You are only looking at the dirt under your feet, Jimmy. It's not good for you.",197
6,x,1209,Margaret Atwood,"The alterations hadn't made her stunningly beautiful, but that wasn't the object. The object was to make her more invisible. Beauty is only skin deep, she thought. But why did they always say only?",197
7,x,1210,Margaret Atwood,"Luckily she was not too beautiful; extreme beauty put people off. Instead she looked healthy, vitaminized. Trustworthy.",119
4,x,1211,Margaret Atwood,When we think of the past it's the beautiful things we pick out. We want to believe it was all like that.,105
2,,1212,T. S. Eliot,"Poetry is not an assertion of truth, but the making of that truth more fully real to us.",88
6,x,1213,T. S. Eliot,"All significant truths are private truths. As they become public they cease to become truths; they become facts, or at best, part of the public character; or at worst, catchwords.",179
3,x,1214,T. S. Eliot,All our knowledge brings us nearer to our ignorance.,52
4,x,1215,T. S. Eliot,Knowledge is invariably a matter of degree: you cannot put your finger upon even the simplest datum and say 'this we know'.,123
5,x,1216,T. S. Eliot,Truth on our level is a different thing from truth for the jellyfish.,69
5,x,1217,T. S. Eliot,"I said to my soul, be still and wait without hope, for hope would be hope for the wrong thing; wait without love, for love would be love of the wrong thing; there is yet faith, but the faith and the love are all in the waiting.",227
3,x,1218,T. S. Eliot,"It's strange that words are so inadequate. Yet, like the asthmatic struggling for breath, so the lover must struggle for words.",127
5,x,1219,T. S. Eliot,Love is most nearly itself when here and now cease to matter.,61
3,x,1220,T. S. Eliot,"Not less of love, but expanding of love beyond desire, and so liberation from the Future as well as the past.",109
4,x,1221,T. S. Eliot,"There's no vocabulary for love within a family, love that's lived in but not looked at, love within the light of which all else is seen, the love within which all other love finds speech. This love is silent.",208
8,x,1222,T. S. Eliot,It is generally a feminine eye that first detects the moral deficiencies hidden under the 'dear deceit' of beauty.,114
2,,1223,T. S. Eliot,"To do the useful thing, to say the courageous thing, to contemplate the beautiful thing: that is enough for one man's life.",123
3,x,1224,T. S. Eliot,"The essential advantage for a poet is not to have a beautiful world with which to deal; it is to be able to see beneath both beauty and ugliness; to see the boredom, and the horror, and the glory.",196
2,,1225,René Magritte,"Everything we see hides another thing, we always want to see what is hidden by what we see.",91
4,x,1226,René Magritte,"We are surrounded by curtains. We only perceive the world behind a curtain of semblance. At the same time, an object needs to be covered in order to be recognized at all.",170
2,,1227,René Magritte,Everything that is visible hides something that is invisible.,61
2,,1228,René Magritte,"The mind loves the unknown. It loves images whose meaning is unknown, since the meaning of the mind itself is unknown.",118
5,x,1229,René Magritte,"My painting is visible images which conceal nothing... they evoke mystery and indeed when one sees one of my pictures, one asks oneself this simple question 'What does that mean'? It does not mean anything, because mystery means nothing either, it is unknowable.",262
2,,1230,René Magritte,"I hope for vibrant love, the impossible, the chimerical.",56
6,x,1231,René Magritte,I would sacrifice any freedom that stands in the way of love.,61
2,,1232,René Magritte,Love cannot be destroyed. I believe in its victory.,51
4,x,1233,René Magritte,"Nothing is as strong a defense as love, which allows lovers to enter into an enchanted world perfectly formed for them and where they are protected admirably by isolation.",171
4,x,1234,René Magritte,"I like subversive humor, freckles, women's knees and long hair, the laughter of playing children, and a girl running down the street.",133
2,,1235,René Magritte,Art evokes the mystery without which the world would not exist.,63
2,,1236,René Magritte,Each thing we see hides something else we want to see.,54
4,x,1237,Thich Nhat Hanh,"The secret of Buddhism is to remove all ideas, all concepts, in order for the truth to have a chance to penetrate, to reveal itself.",132
2,,1238,Thich Nhat Hanh,"A teacher cannot give you the truth. The truth is already in you. You only need to open yourself--body, mind, and heart--so that his or her teachings will penetrate your own seeds of understanding and enlightenment.",215
2,,1239,Thich Nhat Hanh,All the methods in the search for truth should be looked on as means rather than as ends in themselves or as absolute truth.,124
2,,1240,Thich Nhat Hanh,"The truth is the truth, whether or not it is accepted by the majority. Therefore, I tell you children, it takes great courage to stand up for and protect what is right.",168
2,,1241,Thich Nhat Hanh,To think in terms of either pessimism or optimism oversimplifies the truth. The problem is to see reality as it is.,115
2,,1242,Thich Nhat Hanh,"In true love, you attain freedom.",33
2,,1243,Thich Nhat Hanh,To love is to recognize; to be loved is to be recognized by the other.,70
1,,1244,Thich Nhat Hanh,"Love is the capacity to take care, to protect, to nourish.",58
2,,1245,Thich Nhat Hanh,"When you love someone, the best thing you can offer is your presence. How can you love if you are not there?",108
2,,1246,Thich Nhat Hanh,"Through my love for you, I want to express my love for the whole cosmos, the whole of humanity, and all beings.",111
2,,1247,Thich Nhat Hanh,To love without knowing how to love wounds the person we love.,62
2,,1248,Thich Nhat Hanh,Understanding someone's suffering is the best gift you can give another person. Understanding is love's other name.,115
2,,1249,Thich Nhat Hanh,You must love in such a way that the person you love feels free.,64
2,,1250,Thich Nhat Hanh,To be beautiful means to be yourself. You don't need to be accepted by others. You need to accept yourself.,107
2,,1251,Thich Nhat Hanh,"Because of your smile, you make life more beautiful.",52
4,x,1252,Thich Nhat Hanh,"As long as you find something beautiful, good, and true to believe in and abide by, you have the equivalent of God in your life.",128
4,x,1253,Thich Nhat Hanh,"As a culture, we place great stock in external appearance. Our attachment to physical beauty is something that we need to let go of, yet it seems that the majority of people are racing toward it.",195
5,x,1254,Thich Nhat Hanh,"You cultivate the flower in yourself, so that I can be beautiful.",65
2,,1255,Nelson Mandela,"Honour belongs to those who never forsake the truth even when things seem dark and grim, who try over and over again, who are never discouraged by insults, humiliation and even defeat.",184
2,,1256,Nelson Mandela,"As I have said, the first thing is to be honest with yourself. You can never have an impact on society if you have not changed yourself... Great peacemakers are all people of integrity, of honesty, but humility.",211
2,,1257,Nelson Mandela,"Honesty, sincerity, simplicity, humility, pure generosity, absence of vanity, readiness to serve others--qualities which are within easy reach of every soul--are the foundation of one's spiritual life.",201
4,x,1258,Nelson Mandela,"People tend to measure themselves by external accomplishments, but jail allows a person to focus on internal ones; such as honesty, sincerity, simplicity, humility, generosity and an absence of variety. You learn to look into yourself.",235
2,,1259,Nelson Mandela,"Great peacemakers are all people of integrity, of honesty, but humility.",72
2,x,1260,Nelson Mandela,"No one is born hating another person because of the color of his skin, or his background, or his religion. People must learn to hate, and if they can learn to hate, they can be taught to love, for love comes more naturally to the human heart than its opposite.",260
2,,1261,Nelson Mandela,Love comes more naturally to the human heart than its opposite.,63
2,,1262,Nelson Mandela,"The path of those who preach love, and not hatred, is not easy. They often have to wear a crown of thorns.",106
2,,1263,Nelson Mandela,A good head and a good heart are always a formidable combination.,65
2,,1264,Nelson Mandela,We must strive to be moved by a generosity of spirit that will enable us to outgrow the hatred and conflicts of the past.,121
2,,1265,Nelson Mandela,The curious beauty about African music is that it uplifts even as it tells a sad story.,87
2,,1266,Nelson Mandela,"If there are dreams about a beautiful South Africa, there are also roads that lead to their goal. Two of these roads could be named Goodness and Forgiveness.",157
2,,1267,Nelson Mandela,"Never, never and never again shall it be that this beautiful land will again experience the oppression of one by another.",121
5,x,1268,Nelson Mandela,"The colour of my skin is beautiful, like the soil of Mother Africa.",67
2,,1269,Martin Luther King Jr.,"I believe that unarmed truth and unconditional love will have the final word in reality. This is why right, temporarily defeated, is stronger than evil triumphant.",163
4,x,1270,Martin Luther King Jr.,Nothing in all the world is more dangerous than sincere ignorance and conscientious stupidity.,94
2,,1271,Martin Luther King Jr.,Injustice anywhere is a threat to justice everywhere.,53
1,,1272,Martin Luther King Jr.,Darkness cannot drive out darkness; only light can do that. Hate cannot drive out hate; only love can do that.,110
2,,1273,Martin Luther King Jr.,We must remember that intelligence is not enough. Intelligence plus character--that is the goal of true education.,114
2,,1274,Martin Luther King Jr.,I have decided to stick with love. Hate is too great a burden to bear.,70
2,,1275,Martin Luther King Jr.,Love is the only force capable of transforming an enemy into friend.,68
1,,1276,Martin Luther King Jr.,Hatred paralyzes life; love releases it. Hatred confuses life; love harmonizes it. Hatred darkens life; love illuminates it.,124
2,,1277,Martin Luther King Jr.,We must develop and maintain the capacity to forgive. He who is devoid of the power to forgive is devoid of the power to love.,126
2,,1278,Martin Luther King Jr.,Everybody can be great...because anybody can serve. You don't have to have a college degree to serve. You don't have to make your subject and verb agree to serve. You only need a heart full of grace. A soul generated by love.,225
2,,1279,Martin Luther King Jr.,"Man must evolve for all human conflict a method which rejects revenge, aggression and retaliation. The foundation of such a method is love.",139
2,,1280,Martin Luther King Jr.,The beauty of genuine brotherhood and peace is more precious than diamonds or silver or gold.,93
2,,1281,Martin Luther King Jr.,Let us be dissatisfied until integration is not seen as a problem but as an opportunity to participate in the beauty of diversity.,130
2,,1282,Martin Luther King Jr.,The potential beauty of human life is constantly made ugly by man's ever-recurring song of retaliation.,103
2,x,1283,Martin Luther King Jr.,"Like an unchecked cancer, hate corrodes the personality and eats away its vital unity. Hate destroys a man's sense of values and objectivity. It causes him to describe the beautiful as ugly and the ugly as beautiful, and to confuse the true with the false and the false with the true.",284
6,x,1284,Martin Luther King Jr.,"We must stand up and say, 'I'm black and I'm beautiful,' and this self-affirmation is the black man's need, made compelling by the white man's crimes against him.",162
2,,1285,Desmond Tutu,Making the truth public is a form of justice. This is a moral universe and you've got to take account of the fact that truth and lies and goodness and evil are things that matter.,179
2,,1286,Desmond Tutu,There can be no healing without truth.,38
2,,1287,Desmond Tutu,"We must be ready to learn from one another, not claiming that we alone possess all truth and that somehow we have a corner on God.",130
4,x,1288,Desmond Tutu,"True reconciliation exposes the awfulness, the abuse, the hurt, the truth. It could even sometimes make things worse. It is a risky undertaking but in the end it is worthwhile, because in the end only an honest confrontation with reality can bring real healing.",261
2,,1289,Desmond Tutu,Language is very powerful. Language does not just describe reality. Language creates the reality it describes.,110
2,,1290,Desmond Tutu,"We are made for loving. If we don't love, we will be like plants without water.",79
2,,1291,Desmond Tutu,Love is much more demanding than law.,37
2,,1292,Desmond Tutu,When you are in love you strive to do the things that will please your lover.,77
4,x,1293,Desmond Tutu,Goodness is stronger than evil. Love is stronger than hate. Light is stronger than darkness. Life is stronger than death. Victory is ours through Him who loved us.,163
2,,1294,Desmond Tutu,We are made for goodness. We are made for love. We are made for friendliness. We are made for togetherness. We are made for all of the beautiful things that you and I know.,172
2,x,1295,Desmond Tutu,"We were made to enjoy music, to enjoy beautiful sunsets, to enjoy looking at the billows of the sea and to be thrilled with a rose that is bedecked with dew... Human beings are actually created for the transcendent, for the sublime, for the beautiful, for the truthful... and all of us are given the task of trying to make this world a little more hospitable to these beautiful things.",385
5,x,1296,Desmond Tutu,"History, like beauty, depends largely on the beholder, so when you read that, for example, David Livingstone discovered the Victoria Falls, you might be forgiven for thinking that there was nobody around the Falls until Livingstone arrived on the scene.",253
2,,1297,Albert Einstein,Truth is what stands the test of experience.,44
2,,1298,Albert Einstein,Anyone who doesn't take truth seriously in small matters cannot be trusted in large ones either.,96
2,,1299,Albert Einstein,The right to search for the truth implies also a duty; one must not conceal any part of what one has recognized to be the truth.,128
2,,1300,Albert Einstein,"If you are out to describe the truth, leave elegance to the tailor.",67
5,x,1301,Albert Einstein,Whoever undertakes to set himself up as a judge of Truth and Knowledge is shipwrecked by the laughter of the gods.,114
3,x,1302,Albert Einstein,Unthinking respect for authority is the greatest enemy of truth.,64
2,,1303,Albert Einstein,Gravitation is not responsible for people falling in love.,58
2,,1304,Albert Einstein,"When you trip over love, it is easy to get up. But when you fall in love, it is impossible to stand again.",106
2,,1305,Albert Einstein,Love is a better teacher than duty.,35
2,,1306,Albert Einstein,"However rare true love may be, it is less so than true friendship.",66
4,x,1307,Albert Einstein,"No, this trick won't work... How on earth are you ever going to explain in terms of chemistry and physics so important a biological phenomenon as first love?",157
2,,1308,Albert Einstein,The most beautiful thing we can experience is the mysterious. It is the source of all true art and science.,107
2,,1309,Albert Einstein,"The ideals which have lighted my way, and time after time have given me new courage to face life cheerfully, have been Kindness, Beauty, and Truth.",147
2,,1310,Albert Einstein,The pursuit of truth and beauty is a sphere of activity in which we are permitted to remain children all our lives.,115
2,,1311,Albert Einstein,Joy in looking and comprehending is nature's most beautiful gift.,65
2,,1312,Albert Einstein,Mozart's music is so pure and beautiful that I see it as a reflection of the inner beauty of the universe.,106
5,x,1313,Marie Curie,There are sadistic scientists who hurry to hunt down errors instead of establishing the truth.,94
2,,1314,Marie Curie,"Nothing in life is to be feared, it is only to be understood.",61
2,,1315,Marie Curie,Be less curious about people and more curious about ideas.,58
2,,1316,Marie Curie,One never notices what has been done; one can only see what remains to be done.,79
2,,1317,Marie Curie,I am among those who think that science has great beauty.,57
4,x,1318,Marie Curie,"I have the best husband one could dream of; I could never have imagined finding one like him. He is a true gift of heaven, and the more we live together the more we love each other.",181
2,,1319,Marie Curie,My husband and I were so closely united by our affection and our common work that we passed nearly all of our time together.,124
4,x,1320,Marie Curie,It's always good to marry your best friend.,43
4,x,1321,Marie Curie,Just remember you will find that one special love that you know is right but for some reason just doesn't last.,111
2,,1322,Marie Curie,I am among those who think that science has great beauty. A scientist in his laboratory is not only a technician: he is also a child placed before natural phenomena which impress him like a fairy tale.,201
3,x,1323,Marie Curie,"We must not forget that when radium was discovered no one knew that it would prove useful in hospitals. The work was one of pure science. And this is a proof that scientific work must not be considered from the point of view of the direct usefulness of it. It must be done for itself, for the beauty of science, and then there is always the chance that a scientific discovery may become like the radium a benefit for humanity.",426
2,,1324,Marie Curie,"All my life through, the new sights of Nature made me rejoice like a child.",75
2,x,1325,Carl Sagan,The truth may be puzzling. It may take some work to grapple with. It may be counterintuitive. It may contradict deeply held prejudices. It may not be consonant with what we desperately want to be true. But our preferences do not determine what's true.,251
2,,1326,Carl Sagan,"We wish to find the truth, no matter where it lies. But to find the truth we need imagination and skepticism both. We will not be afraid to speculate, but we will be careful to distinguish speculation from fact.",211
2,,1327,Carl Sagan,Extraordinary claims require extraordinary evidence.,52
2,x,1328,Carl Sagan,"At the heart of science is an essential balance between two seemingly contradictory attitudes--an openness to new ideas, no matter how bizarre or counterintuitive they may be, and the most ruthless skeptical scrutiny of all ideas, old and new. This is how deep truths are winnowed from deep nonsense.",300
2,,1329,Carl Sagan,The words 'question' and 'quest' are cognates. Only through inquiry can we discover truth.,90
2,,1330,Carl Sagan,For small creatures such as we the vastness is bearable only through love.,74
2,,1331,Carl Sagan,"Every one of us is, in the cosmic perspective, precious. If a human disagrees with you, let him live. In a hundred billion galaxies, you will not find another.",159
2,,1332,Carl Sagan,"In all our searching, the only thing we've found that makes the emptiness bearable is each other.",97
2,,1333,Carl Sagan,"In the vastness of space and the immensity of time, it is my joy to share a planet and an epoch with Annie.",107
4,x,1334,Carl Sagan,Perhaps the depth of love can be calibrated by the number of different selves that are actively involved in a given relationship.,129
2,,1335,Carl Sagan,"The beauty of a living thing is not the atoms that go into it, but the way those atoms are put together.",104
2,,1336,Carl Sagan,"The cosmos is full beyond measure of elegant truths, of exquisite interrelationships, of the awesome machinery of nature.",121
2,,1337,Carl Sagan,"In its encounter with Nature, science invariably elicits a sense of reverence and awe. The very act of understanding is a celebration of joining, merging, even if on a very modest scale, with the magnificence of the Cosmos.",223
2,,1338,Carl Sagan,The study of the galaxies reveals a universal order and beauty. It also shows us chaotic violence on a scale hitherto undreamed of.,131
3,x,1339,Carl Jung,We should not pretend to understand the world only by the intellect. The judgment of the intellect is only part of the truth.,125
3,x,1340,Carl Jung,"Mistakes are, after all, the foundations of truth, and if a man does not know what a thing is, it is at least an increase in knowledge if he knows what it is not.",162
4,x,1341,Carl Jung,"Knowledge rests not upon truth alone, but upon error also.",58
2,,1342,Carl Jung,The ability to ask questions is the greatest resource in learning the truth.,76
5,x,1343,Carl Jung,"We should know what our convictions are, and stand for them. Upon one's own philosophy, conscious or unconscious, depends one's ultimate interpretation of facts. Therefore it is wise to be as clear as possible about one's subjective principles. As the man is, so will be his ultimate truth.",290
5,x,1344,Carl Jung,The way to truth stands open only to those without intentions.,62
5,x,1345,Carl Jung,"Where love rules, there is no will to power; and where power predominates, there love is lacking. The one is the shadow of the other.",133
4,x,1346,Carl Jung,"The meeting of two personalities is like the contact of two chemical substances: if there is any reaction, both are transformed.",128
2,,1347,Carl Jung,The creative mind plays with the object it loves.,49
6,x,1348,Carl Jung,"I cannot love anyone if I hate myself. That is the reason why we feel so extremely uncomfortable in the presence of people who are noted for their special virtuousness, for they radiate an atmosphere of the torture they inflict on themselves. That is not a virtue but a vice.",275
3,x,1349,Carl Jung,Nothing is possible without love ... For love puts one in a mood to risk everything.,84
3,x,1350,Carl Jung,The kernel of all jealousy is lack of love.,43
5,x,1351,Carl Jung,"If people can be educated to see the lowly side of their own natures, it may be hoped that they will also learn to understand and to love their fellow men better.",162
8,x,1352,Carl Jung,"A particularly beautiful woman is a source of terror. As a rule, a beautiful woman is a terrible disappointment.",112
6,x,1353,Carl Jung,"But it seems to me to be an imperfection in things of beauty, and a weakness in man, if an explanation from the shallow-side has a destructive effect. The horror which we feel for Freudian interpretations is entirely due to our own barbaric or childish naivete, which believes that there can be heights without corresponding depths, and which blinds us to the really 'final' truth that, when carried to extremes, opposites meet.",428
2,,1354,Carl Jung,"Beauty does not indeed lie in things, but in the feeling that we give to them.",78
2,,1355,Viktor Frankl,"For the first time in my life I saw the truth as it is set into song by so many poets, proclaimed as the final wisdom by so many thinkers. The truth--that love is the ultimate and highest goal to which man can aspire.",217
4,x,1356,Viktor Frankl,"Freedom, however, is not the last word. Freedom is only part of the story and half of the truth.",96
3,x,1357,Viktor Frankl,No man should judge unless he asks himself in absolute honesty whether in a similar situation he might not have done the same.,126
4,x,1358,Viktor Frankl,An abnormal reaction to an abnormal situation is normal behavior.,65
2,,1359,Viktor Frankl,Love is the only way to grasp another human being in the innermost core of his personality. No one can become fully aware of the very essence of another human being unless he loves him.,185
2,,1360,Viktor Frankl,"Love goes very far beyond the physical person of the beloved. It finds its deepest meaning in his spiritual being, his inner self.",130
2,,1361,Viktor Frankl,The salvation of man is through love and in love.,49
2,,1362,Viktor Frankl,A life of short duration...could be so rich in joy and love that it could contain more meaning than a life lasting eighty years.,128
2,x,1363,Viktor Frankl,"If someone had seen our faces on the journey from Auschwitz to a Bavarian camp as we beheld the mountains of Salzburg with their summits glowing in the sunset, through the little barred windows of the prison carriage, he would never have believed that those were the faces of men who had given up all hope of life and liberty. Despite that factor--or maybe because of it--we were carried away by nature's beauty, which we had missed for so long.",445
2,x,1364,Viktor Frankl,"One evening, when we were already resting on the floor of our hut, dead tired, soup bowls in hand, a fellow prisoner rushed in and asked us to run out to the assembly grounds and see the wonderful sunset. Standing outside we saw sinister clouds glowing in the west and the whole sky alive with clouds of ever-changing shapes and colors, from steel blue to blood red. The desolate grey mud huts provided a sharp contrast, while the puddles on the muddy ground reflected the glowing sky. Then, after minutes of moving silence, one prisoner said to another, 'How beautiful the world could be...""",592
2,,1365,Viktor Frankl,"As the inner life of the prisoner tended to become more intense, he also experienced the beauty of art and nature as never before.",130
4,x,1366,Hannah Arendt,The trouble with lying and deceiving is that their efficiency depends entirely upon a clear notion of the truth that the liar and deceiver wishes to hide.,154
4,x,1367,Hannah Arendt,"The result of a consistent and total substitution of lies for factual truth is not that the lie will now be accepted as truth, and truth be defamed as lie, but that the sense by which we take our bearings in the real world... is being destroyed.",245
4,x,1368,Hannah Arendt,"The ideal subject of totalitarian rule is not the convinced Nazi or the convinced Communist, but people for whom the distinction between fact and fiction... and the distinction between true and false... no longer exist.",219
5,x,1369,Hannah Arendt,To expect truth to come from thinking signifies that we mistake the need to think with the urge to know.,104
4,x,1370,Hannah Arendt,"Factual truth is always related to other people: it concerns events and circumstances in which many are involved; it is established by witnesses and depends upon testimony; it exists only to the extent that it is spoken about, even if it occurs in the domain of privacy. It is political by nature.",297
6,x,1371,Hannah Arendt,"Love, by its very nature, is unworldly, and it is for this reason rather than its rarity that it is not only apolitical but antipolitical, perhaps the most powerful of all antipolitical forces.",193
4,x,1372,Hannah Arendt,"The common prejudice that love is as common as 'romance' may be due to the fact that we all learned about it first through poetry. But the poets fool us; they are the only ones to whom love is not only a crucial, but an indispensable experience, which entitles them to mistake it for a universal one.",300
6,x,1373,Hannah Arendt,"Love, in distinction from friendship, is killed, or rather extinguished, the moment it is displayed in public.",110
